assessmentItemID,keyword
basic4722,"['도산', '서원', '상', '덕', '사', '위패', '사당', '이다', '내용', '풍기', '군수', '성균관', '대사성', '등', '관직', '역임', '예안', '향약', '내용', '제시', '자료', '속', '퇴계', '이황', '이황', '선조', '원년', '년', '성학', '저술', '선조']"
basic4723,"['남한산성', '북한산성', '한양', '도성', '산성', '당시', '인조', '피란', '간', '청', '항전', '내용', '수어장대', '서문', '사진', '제시', '제시', '전쟁', '인조', '년', '12월', '발생', '병자호란', '임', '수', '조선', '병자호란', '발발', '이듬해', '년', '1월', '청', '항복', '청', '태종', '요구', '삼전도비', '건립']"
basic4724,"['조선', '대', '왕이', '아버지', '사도', '세자', '묘', '참배', '만안', '교', '내용', '옆', '다리', '조성', '과정', '기록', '비석', '있다', '내용', '밑줄', '왕', '조선', '정조', '재위', '수', '참고', '만안', '교', '경기도', '안양시', '만안구', '석수동', '석교로', '정조', '년', '년', '정조', '재위', '년', '년', '장용영', '창설']"
basic4725,"['왼쪽', '말풍선', '우군칙', '말', '광부', '모집', '농민', '내용', '가운데', '말풍선', '홍경래', '말', '가산', '다복', '동', '거사', '내용', '오른쪽', '말풍선', '김', '창시', '말', '격문', '내용', '제시', '자료', '조선 순조', '년', '년', '평안도', '발생', '홍경래의 난', '임', '수', '홍경래의 난', '삼정의 문란', '서북', '지역민', '차별', '반발']"
basic4726,"['작품', '이', '북경', '때', '우정', '청', '화가', '빙', '선물', '것', '이다', '내용', '차례', '연행', '길', '청', '지식인', '교유', '청', '제도', '문물', '소개', '북학의', '저술', '내용', '제시', '자료', '속', '인물', '대표', '중상', '학파', '이용후생', '학파', '실학자', '중', '명', '초정', '박제가', '수', '참고', '북학의', '정조', '년', '년', '집필', '청', '확대', '주장', '제시', '그림', '빙', '묵', '매도', '이다', '1790년', '작']"
basic4727,"['대원군', '통치', '체제', '정비', '제목', '하', '1863년', '고종', '즉위', '실권', '장악', '흥', '선', '대원군', '이이', '추진', '정책', '조명', '내용', '왕권', '강화', '통치', '체제', '정비', '민생', '안정', '국가', '재정', '확충', '노력', '제시', '흥', '선', '대원군', '고종', '원년', '년', '전국', '서원', '개소', '제외', '철폐', '곳', '철폐', '전국', '유생', '반대']"
basic4728,"['조선', '후기', '경제', '상황', '말', '말', '과전법', '실시', '것', '조선', '후기', '고려 공양왕', '년', '1391년', '일']"
basic4729,"['년', '근대', '우편', '업무', '도입', '위', '내용', '개화당', '개국', '축하연', '기회', '을', '한동안', '우편', '업무', '중단', '그 후', '년', '우체', '사가', '설치', '관련', '업무', '재개', '내용', '제시', '우정총국', '임', '수']"
basic4730,"['제시', '자료', '속', '년', '12월 4일', '발생', '갑신정변', '갑신정변', '결과', '이듬해', '년', '1월', '조선', '조정은', '일본', '배', '상금', '지급', '내용', '한성', '조약', '체결', '참고', '동년', '4월', '청', '일본', '조약', '체결']"
basic4731,"['국가', '기념일', '5월 11일', '지정', '제목', '하', '정부', '농민군', '황토', '현', '관군', '5월 11일', '음력 4월 7일', '국가', '기념일', '지정', '내용', '있다', '황토현 전투', '전라도', '감영', '군', '격퇴', '년', '폭', '구민', '보', '국', '안민', '기치', '부패', '정치', '개혁', '외세', '봉기', '사건', '이다', '내용', '제시', '고종', '년', '년', '동학 농민 운동', '임', '수', '동학', '농민군', '년', '5월 8일', '음력', '정부', '전주 화약', '후', '호남 지방', '군현', '집강소', '농민', '자치', '기구', '설치', '정', '개혁', '안', '실천']"
basic4732,"['1897년', '10월 12일', '고종', '하늘', '제사', '황제', '즉위', '식', '거행', '장소', '이다', '내용', '국권', '피탈', '이후', '일제', '현재', '부속', '건물', '황궁우', '있다', '내용', '제시', '환구단', '수', '참고', '황궁우', '환구단', '부속', '건물', '하늘', '땅', '신령', '위패', '곳']"
basic4733,"['왼쪽', '말풍선', '일본', '황무지', '개간', '요구', '철회', '말', '오른쪽', '말풍선', '땅', '절대', '수', '말', '제시', '자료', '해당', '단체', '보안회', '임', '수', '있다', '보안회', '일본', '황무지', '개간', '요구', '반대', '운동', '전개', '결과', '일본', '요구', '좌절', '데', '성공']"
basic4734,"['1896년', '서재필', '등', '창간', '점', '한글판', '영문판', '발행', '점', '우리나라', '최초', '민간', '신문', '점', '제시', '제시', '신문', '독립신문', '임', '수', '있다', '년', '7월', '격일', '간지', '일간지', '발전']"
basic4735,"['일제', '맞선', '외국인', '제목', '하', '호머 헐버트', '육영', '공원', '교사', '초빙', '우리나라', '처음', '인연', '내용', '1905년', '일제', '강제', '체결', '부당성', '파견', '헤이그', '특사', '활동', '지원', '내용', '헤이그', '특사', '파견', '것', '년', '4월', '고종', '년', '11월', '강요', '한일', '협약', '부당성', '열강', '세계', '각국', '일제', '강요', '제국', '외교', '박탈', '통감부', '설치', '조선', '보호국', '통감', '정치']"
basic4736,"['시', '만해', '한용운', '작품', '이다', '내용', '승려', '이자', '독립운동', '가인', '3·1 운동', '당시', '민족', '대표', '중', '명', '활동', '내용', '제시', '시', '님의 침묵', '명칭', '시집', '년', '간행', '1925년', '내', '설악', '백담사', '집필', '한용운', '1910년대', '초', '조선', '불교', '개혁', '조선불교유신론', '집필', '바', '있다', '1910년', '탈고', '년', '간행', '서론', '포함', '장', '항목', '한용운', '불교', '교리', '시작', '승단', '제도', '의식', '사찰', '조직', '승려', '문제', '조선', '불교', '전반', '다각', '비판', '한용운', '유신', '자', '파괴', '자라', '기존', '것', '파괴', '주장', '것', '습관', '세대', '것', '개혁', '역설']"
basic4737,"['안중근', '이토 히로부미', '만주', '하얼빈 역', '저격', '한', '것', '년', '10월 26일', '일', '홍범도', '봉오동 전투', '승리', '것', '년', '6월 7일', '일', '윤봉길', '중국', '상하이', '훙커', '우', '공원', '의거', '것', '년', '4월 29일', '일', '이상', '순서', '나열']"
basic4738,"['가운데', '말풍선', '일제 강점기', '단재', '신채호', '저술', '말', '오른쪽', '말풍선', '역사', '아', '비아', '투쟁', '기록', '것', '정의', '있다', '말', '제시', '책', '조선상고사', '수', '조선상고사', '신채호', '우리나라', '상고', '시대', '역사', '서술', '책', '단군', '시대', '백제', '멸망', '부흥', '운동', '년', '조선일보', '학예', '연재', '년', '단행본', '출간', '본래', '책', '신채호', '조', '선사', '서술', '부분', '연재', '상', '고사', '부분', '때문', '조선상고사']"
basic4739,"['의열단', '원', '조선', '식사', '은행', '동양', '척', '식', '주식회사', '폭탄', '내용', '제시', '의열단', '원', '나석주', '의사', '수', '있다', '나석주', '의사', '거사', '후', '자신', '추격', '경찰', '접전', '과정', '일본', '경감', '사살', '후', '자결']"
basic4740,"['강령', '제목', '하', '정치', '경제', '각성', '촉진', '단결', '기회주의', '부인', '제시', '제시', '신간회', '임', '수', '신간회', '민족', '협동', '전선', '운동', '일환', '좌우익', '힘', '자료', '대로', '년', '2월 15일', '창립', '신간회', '년', '11월', '광주 학생 항일 운동', '발생', '광주', '진상', '조사단', '파견']"
basic4741,"['사진', '대한민국 임시 정부', '년', '중국', '창설', '훈련', '모습', '이다', '내용', '제시', '년', '9월 17일', '중화민국', '임시', '수', '조직', '한국', '광복군', '임', '수', '한국', '광복군', '미국', '전략', '사무국', '도움', '년', '8월 18일', '수', '서울', '탈환', '국내', '진공', '작전', '준비', '동년', '8월 15일', '일제', '무조건 항복', '작전', '무산']"
basic4742,"['왼쪽', '말풍선', '고구려', '한강', '유역', '진출', '비석', '있다', '말', '가운데', '말풍선', '김윤후', '몽골군', '항전', '곳', '이다', '말', '마지막', '오른쪽', '말풍선', '신립', '금대', '일본군', '곳', '말', '수', '지역', '충청북도', '충주', '차례', '충주', '중원', '고구려', '비', '장수왕', '김윤후', '충주', '전투', '몽골', '차', '침입', '시', '임진왜란', '발발', '직후', '년', '4월 26일', '일', '충주', '탄금대 전투']"
basic4743,"['조형물', '때', '희생', '주민', '추모', '거', '내용', '당시', '남한', '단독', '선거', '반대', '무장', '대', '진압', '토벌대', '간', '무력', '충돌', '과정', '주민', '희생', '내용', '마지막', '2000년', '진상', '규명', '등', '특별법', '공포', '내용', '제시', '년', '4월', '발생', '제주', '사건', '것', '수', '참고', '제시', '사진', '자료', '제주', '평화', '공원', '제주특별자치도', '제주시', '명', '림', '봉개동', '설치', '설', '변', '병', '모녀', '이란', '명칭', '조형물']"
basic4744,"['총선거', '실시', '민족', '행위', '조사', '위원회', '활동', '제시', '총선거', '실시', '것', '년', '5월', '일', '민족', '행위', '조사', '위원회', '반민', '특위', '조직', '것', '해', '10월', '일', '대한민국 정부', '수립', '것', '위', '사실', '사이', '시기', '해당', '년', '8월 15일']"
basic4745,"['탐구', '활동', '주제', '백범', '김구', '독립운동', '광복', '이후', '활동', '제시', '내용', '한인', '애국', '단', '조직', '대한민국 임시 정부', '주석', '경교장', '백범', '김구', '기념관', '곳', '백범', '김구', '년', '4월', '우사', '김규식', '남북', '협상', '추진', '바']"
basic4746,"['체험', '행사', '제목', '하', '창포물', '머리', '감기', '체험', '수리취', '떡', '체험', '제시', '5월', '단오', '자료', '제시', '것', '음력 5월 5일', '명절', '우리말', '제시', '자료', '속', '세시', '풍속', '5월', '단오']"
basic4747,"['임시', '수', '도인', '부산', '곳곳', '천막', '학교', '전쟁', '중', '열기', '속', '수업', '진행', '내용', '부산', '임시', '수도', '것', '년', '전쟁', '발발', '때문', '시기', '년', '8월 18일', '동년', '10월 27일', '차', '1·4 후퇴', '시작', '년', '1월 4일', '년', '7월 27일', '차', '인천 상륙 작전', '전개', '것', '년', '9월 15일']"
basic4748,"['박종철', '학생', '물고문', '끝', '사망', '장소', '남영동', '치안', '본부', '대공', '분실', '제시', '이한열', '기념관', '박종철', '군', '고문', '살인', '은폐', '조작', '규탄', '민주', '헌법', '쟁취', '국민', '대회', '개최', '장소', '대한성공회', '서울', '주교좌', '성당', '제시', '민주화', '운동', '년', '6월', '전개', '6월', '민주', '항쟁', '수', '6월 항쟁', '결과', '민주화', '선언', '년', '10월', '년', '단임', '대통령', '직선', '개헌', '차', '개헌']"
basic4749,"['1970년대', '대한민국', '사진전', '경제', '분야', '제목', '하', '경부', '고속', '개통', '포항', '종합', '제철', '공장', '준공', '사진', '제시', '제시', '1970년대', '경제', '분야', '관련', '사실', '수', '경부', '고속', '도로', '개통', '것', '년', '7월', '일', '포항', '종합', '제철', '공장', '준공', '것', '년', '7월', '일', '제시', '선지', '중', '수출', '달러', '달성', '해당']"
basic4750,"['남북', '정상', '회담', '처음', '날', '제목', '하', '오늘', '김대중', '대통령', '북한', '김정일', '국방', '위원장', '평양', '내용', '어른', '감격', '날', '정부', '앞', '북한', '교류', '것', '내용', '제시', '정부', '김대중 정부', '임', '수', '2000년 6월', '남북', '정상', '회담', '처음', '결과', '양국', '정상', '남북', '공동', '선언', '발표']"
basic4801,"['시대', '대표', '문화유산', '고인돌', '민', '무늬', '토기', '소재', '우표', '제작', '내용', '고인돌', '민', '무늬', '토기', '역사', '우표', '제시', '고인돌', '민', '무늬', '토기', '대표', '문화유산', '시대', '청동기 시대', '청동기 시대', '파형', '동', '검', '제작', '참고', '초기', '철기 시대', '세', '동', '검', '제작']"
basic4802,"['환웅', '웅녀', '사이에서', '단군왕검', '아사달', '도읍', '나라', '전해', '진다', '내용', '제시', '나라', '고조선', '임', '수', '고조선', '법', '백성']"
basic4803,"['나라', '여자', '살', '전', '혼인', '약속', '신랑', '집', '여자', '후', '성인', '신부', '집', '대가', '며느리', '풍속', '내용', '가족', '뼈', '보관', '장례', '풍습', '내용', '번', '것', '민며느리', '번', '것', '골', '장제로', '초기', '국가', '옥저', '풍습', '수', '옥저', '현재', '함경도', '강원도', '지역', '동해안', '지방', '위치', '제시', '지도', '해당', '참고', '초기', '국가', '부여', '고구려', '동예']"
basic4804,"['문화유산', '부여', '정', '림', '사지', '석탑', '금동', '향로', '산수', '무늬', '벽돌', '차례', '제시', '백제', '문화유산', '임', '수', '지방', '담로', '설치', '것', '백제', '대', '왕인', '무령왕', '대', '재위', '일']"
basic4805,"['신라', '영토', '한강', '유역', '것', '기념', '북한산', '순수비', '말', '신라', '진흥왕', '순수', '후', '북한산', '비', '것', '북한산', '비', '신라', '진흥왕', '순수비', '개', '중', '이다', '진흥왕', '나머지', '순수비', '창녕', '비', '황초령', '비', '진흥왕 순수비', '진흥왕', '국토', '확장', '국위', '선양', '목적', '기념비', '제시', '연표', '시기', '해당', '순수', '국왕', '나라', '안', '일']"
basic4806,"['전투', '우문술', '우중문', '수', '대군', '격퇴', '말', '우리나라', '대외', '항쟁', '사', '고구려', '을지문덕', '살수 대첩', '것', '수', '있다', '고구려', '영양왕']"
basic4807,"['통일', '신라', '대외', '교역', '말', '교사', '질문', '제시', '장보고', '청해진', '설치', '해상', '무역', '주도', '청해진', '828년', '흥덕왕', '설치', '851년', '문성왕', '철폐']"
basic4808,"['유네스코', '세계유산', '등재', '무성', '서원', '을', '제향', '있다', '내용', '두품', '출신', '당', '빈공과', '합격', '관직', '생활', '이후', '귀국', '진성', '여왕', '조의', '개혁', '안', '내용', '제시', '고운', '최치원', '것', '수', '참고', '최치원', '신라', '귀국', '것', '헌강왕', '년', '년', '시무', '조', '것', '진성', '여왕', '년', '894년', '일', '년대', '한국', '서원', '유네스코', '세계유산', '등재', '대상', '다음', '경상북도', '영주시', '소수', '서원', '경상남도', '함양군', '남계', '서원', '경상북도', '경주시', '옥산', '서원', '경상북도', '안동시', '도산', '서원', '전라남도', '장성군', '필', '암', '서원', '대구광역시', '달성군', '도동', '서원', '경상북도', '안동시', '병사', '서원', '전라북도', '정읍시', '무성', '서원', '충청남도', '논산시', '돈', '암', '서원']"
basic4809,"['주제', '발해의 문화', '유산', '이', '방법', '문헌', '조사', '인터넷', '검색', '이', '조사', '대상', '이불', '병', '좌상', '발해', '등', '제시', '제시', '발해의 문화', '유산', '제시', '선지', '중', '연꽃', '무늬', '수막', '새', '해당', '연꽃', '무늬', '수막', '새', '목조', '건축', '지붕', '기', '끝', '사용', '기와']"
basic4810,"['오래전', '신라', '당', '백제', '멸망', '완산주', '도읍', '의자왕', '말', '완산주', '지금', '전북', '전주', '도읍', '후백제', '견훤', '이다']"
basic4811,"['노비', '안', '검', '조사', '불법', '노비', '자', '양민', '내용', '고려', '대', '왕인', '광종', '재위', '단행', '노비안검법', '것', '수', '있다', '광종', '노비안검법', '왕권', '위협', '호족', '경제', '군사', '세력', '기반', '약화', '목적', '시행', '역사', '다큐멘터리', '제목', '제시', '선지', '중', '광종', '왕권', '강화', '도모']"
basic4812,"['국보', '호', '고려', '시대', '대표', '도자기', '중', '하나로', '표면', '무늬', '재질', '재료', '제작', '내용', '표면', '무늬', '재질', '재료', '제작', '내용', '제시', '문화유산', '고려', '상감', '청자', '관련', '것', '짐작', '수', '국보', '호', '문화유산', '청자', '상감', '학문', '매', '병']"
basic4813,"['고려', '시대', '중앙', '정치', '기구', '관리', '비리', '감찰', '정치', '잘잘못', '논', '내용', '기구', '관원', '중서문하성', '낭', '사와', '대간', '내용', '제시', '고려', '감찰', '기구', '어사대', '임', '수']"
basic4814,"['왼쪽', '말풍선', '문신', '대로', '정중부', '말', '오른쪽', '말풍선', '진도', '삼별초', '적', '끝', '항전', '것', '이다', '배중손', '말', '왼쪽', '말풍선', '내용', '고려 의종', '년', '년', '무신', '정변', '오른쪽', '말풍선', '내용', '고려 원종', '년', '년', '삼별초', '대몽 항쟁', '것', '수', '최우', '정방', '설치', '것', '고려 고종', '년', '1225년', '일', '제시', '자료', '속', '시기', '해당']"
basic4815,"['오른쪽', '말풍선', '제시', '단계', '힌트', '종합', '수', '질문', '자료', '단계', '고려 성종', '때', '설립', '점', '단계', '유학', '기술', '교육', '담당', '점', '단계', '고려', '최고', '교육', '기관', '점', '제시', '제시', '고려 성종', '년', '년', '설립', '국자감', '임', '수']"
basic4816,"['지도', '홍', '산', '대첩', '최영', '진', '포', '대첩', '최무선', '황산', '대첩', '이성계', '대첩', '고려', '말', '왜구', '침략', '격퇴', '관련', '사건', '홍사', '대첩', '것', '고려 우왕', '년', '년', '홍', '산', '지금', '충남', '부여', '포', '대첩', '것', '우왕', '년', '1380년', '진', '포', '지금', '전북', '군산', '황산', '대첩', '것', '우왕', '년', '1380년', '이다', '황산', '지금', '전라도', '지리산', '부근']"
basic4817,"['조선 태종', '일', '호패', '법', '시행', '한', '일', '전국', '도로', '일', '계미', '자', '주조', '한', '일', '제시', '호패', '법', '시행', '것', '재위', '년', '1413년', '전국', '도로', '것', '재위', '년', '1413년', '도제', '확립', '주자', '소', '설치', '계미', '자', '주조', '한', '것', '재위', '년', '1403년', '일', '태종', '재위', '년', '년', '직계', '시행']"
basic4818,"['궁궐', '이름', '경복궁', '결정', '내용', '경복궁', '이름', '국왕', '백성', '만년', '태평', '복', '의미', '있다', '내용', '경복', '이란', '글자', '시경', '편', '문구', '것', '경복궁', '것', '조선 태조', '년', '1395년', '일', '한양', '시전', '설치', '시작', '것', '정종', '원년', '년']"
basic4819,"['자동', '시간', '장치', '물시계', '이다', '내용', '시계', '시간', '도성', '문', '궁궐', '호위', '병', '임무', '교대', '내용', '제시', '자격루', '것', '수', '있다', '물시계']"
basic4820,"['존경', '역사', '인물', '왕', '선정', '말', '선정', '이유', '훈민정음', '창제', '점', '농사직설', '편찬', '점', '제시', '왕', '조선', '대', '왕인', '세종', '재위', '수', '훈민정음', '창제', '것', '재위', '년', '1443년', '일', '농사직설', '편찬', '것', '재위', '년', '1429년', '일', '4군 6진', '개척', '것', '세종', '대', '일', '이다', '세종']"
basic4821,"['작품', '조선', '전기', '대표', '그림', '안평', '대군', '꿈', '이상', '세계', '이야기', '안견', '것', '이다', '내용', '제시', '몽유도원도', '임', '수', '있다', '세종']"
basic4822,"['생몰', '연도', '1482년', '1519년', '조선 중종', '때', '사림', '중심 인물', '점', '도학', '정치', '추구', '한', '점', '소격서', '폐지', '주장', '한', '점', '제시', '제시', '인물', '정암', '조광조', '임', '수', '조광조', '사림', '중용', '청', '요직', '임명', '현량과', '실시', '건의', '중종']"
basic4823,"['진주성', '진주', '목사', '김시민', '지휘', '아래', '관군', '백성', '일본군', '있다', '내용', '곽재우', '등', '의병', '부대', '성', '밖', '지원', '전투', '일본', '침략', '시작', '흐름', '영향', '관심', '있다', '내용', '진주성', '진주', '목사', '김시민', '곽재우', '등', '의병', '부대', '낱말', '구절', '제시', '임진왜란', '임', '수', '참고', '자료', '내용', '차', '진주', '대첩', '이다', '차', '진주', '대첩', '년', '6월', '발생', '권율', '행주산성', '승리', '것', '임진왜란', '발발', '이듬해', '년', '2월', '일']"
basic4824,"['왼쪽', '말풍선', '명', '후금', '사이', '중립', '외교', '왕비', '묘', '말', '가운데', '말풍선', '왕이', '곳', '능', '묘', '질문', '오른쪽', '말풍선', '인조반정', '왕', '자리', '때문', '이다', '답변', '제시', '조선', '대', '왕인', '광해군', '재위', '수', '광해군', '즉위', '년', '년', '대동법', '처음', '시행']"
basic4825,"['서산', '용현리', '마', '애', '여래', '존', '백제', '석조', '불상', '백제', '미소', '경주', '석굴암', '본존불', '통일', '신라', '석조', '불상', '신라', '경덕왕', '년', '년', '건립', '것', '추정', '파주', '용', '미리', '마', '애', '입상', '고려', '초기', '석조', '불상', '순서', '나열']"
basic4826,"['왼쪽', '자료', '음력 8월 15일', '햇곡식', '햇과일', '차례', '성묘', '풍습', '있다', '내용', '오른쪽', '자료', '이날', '송편', '강강술래', '풍년', '기원', '내용', '제시', '명절', '추석', '수', '배', '가위', '한가위', '중추절', '등']"
